"Location","applicant_race_ethnicity","loan_failed","total_loans","debt_to_income_ratio_bracket","income_bracket","denial_rate"
"OH","Non-Hispanic Asian",26,865,"20%-29%","$100k to $150k",0.0300578034682081
"OH","Non-Hispanic Asian",13,339,"20%-29%","$150k to $200k",0.0383480825958702
"OH","Non-Hispanic Asian",6,197,"20%-29%","$200k to $250k",0.0304568527918782
"OH","Non-Hispanic Asian",42,979,"20%-29%","$50k to $100k",0.0429009193054137
"OH","Non-Hispanic Asian",52,941,"30%-39%","$100k to $150k",0.0552603613177471
"OH","Non-Hispanic Asian",17,286,"30%-39%","$150k to $200k",0.0594405594405594
"OH","Non-Hispanic Asian",10,153,"30%-39%","$200k to $250k",0.065359477124183
"OH","Non-Hispanic Asian",78,1760,"30%-39%","$50k to $100k",0.0443181818181818
"OH","Non-Hispanic Asian",36,561,"40%-49%","$100k to $150k",0.0641711229946524
"OH","Non-Hispanic Asian",12,194,"40%-49%","$150k to $200k",0.0618556701030928
"OH","Non-Hispanic Asian",4,60,"40%-49%","$200k to $250k",999
"OH","Non-Hispanic Asian",84,1784,"40%-49%","$50k to $100k",0.047085201793722
"OH","Non-Hispanic Asian",18,59,"50%-60%","$100k to $150k",999
"OH","Non-Hispanic Asian",7,12,"50%-60%","$150k to $200k",999
"OH","Non-Hispanic Asian",1,4,"50%-60%","$200k to $250k",999
"OH","Non-Hispanic Asian",53,213,"50%-60%","$50k to $100k",0.248826291079812
"OH","Non-Hispanic Black",17,184,"<20%","$100k to $150k",0.0923913043478261
"OH","Non-Hispanic Black",4,76,"<20%","$150k to $200k",999
"OH","Non-Hispanic Black",7,47,"<20%","$200k to $250k",999
"OH","Non-Hispanic Black",74,464,"<20%","$50k to $100k",0.15948275862069
"OH","Non-Hispanic Black",54,559,"20%-29%","$100k to $150k",0.0966010733452594
"OH","Non-Hispanic Black",20,201,"20%-29%","$150k to $200k",0.0995024875621891
"OH","Non-Hispanic Black",5,82,"20%-29%","$200k to $250k",999
"OH","Non-Hispanic Black",185,1852,"20%-29%","$50k to $100k",0.0998920086393089
"OH","Non-Hispanic Black",97,1027,"30%-39%","$100k to $150k",0.0944498539435248
"OH","Non-Hispanic Black",17,284,"30%-39%","$150k to $200k",0.0598591549295775
"OH","Non-Hispanic Black",8,91,"30%-39%","$200k to $250k",999
"OH","Non-Hispanic Black",406,4259,"30%-39%","$50k to $100k",0.0953275416764499
"OH","Non-Hispanic Black",117,1053,"40%-49%","$100k to $150k",0.111111111111111
"OH","Non-Hispanic Black",20,227,"40%-49%","$150k to $200k",0.0881057268722467
"OH","Non-Hispanic Black",7,57,"40%-49%","$200k to $250k",999
"OH","Non-Hispanic Black",521,5143,"40%-49%","$50k to $100k",0.101302741590511
"OH","Non-Hispanic Black",50,283,"50%-60%","$100k to $150k",0.176678445229682
"OH","Non-Hispanic Black",10,40,"50%-60%","$150k to $200k",999
"OH","Non-Hispanic Black",3,9,"50%-60%","$200k to $250k",999
"OH","Non-Hispanic Black",307,1652,"50%-60%","$50k to $100k",0.185835351089588
"OH","Non-Hispanic White",285,5926,"<20%","$100k to $150k",0.0480931488356396
"OH","Non-Hispanic White",117,3119,"<20%","$150k to $200k",0.0375120230843219
"OH","Non-Hispanic White",43,1600,"<20%","$200k to $250k",0.026875
"OH","Non-Hispanic White",890,9788,"<20%","$50k to $100k",0.0909276665304454
"OH","Non-Hispanic White",469,16475,"20%-29%","$100k to $150k",0.0284673748103187
"OH","Non-Hispanic White",191,6732,"20%-29%","$150k to $200k",0.0283719548425431
"OH","Non-Hispanic White",98,2801,"20%-29%","$200k to $250k",0.0349875044626919
"OH","Non-Hispanic White",1919,35135,"20%-29%","$50k to $100k",0.0546179023765476
"OH","Non-Hispanic White",720,20209,"30%-39%","$100k to $150k",0.0356276906328863
"OH","Non-Hispanic White",219,6942,"30%-39%","$150k to $200k",0.0315471045808124
"OH","Non-Hispanic White",83,2601,"30%-39%","$200k to $250k",0.0319108035371011
"OH","Non-Hispanic White",2738,55047,"30%-39%","$50k to $100k",0.0497393136774029
"OH","Non-Hispanic White",641,14276,"40%-49%","$100k to $150k",0.0449005323620062
"OH","Non-Hispanic White",160,4093,"40%-49%","$150k to $200k",0.0390911311996091
"OH","Non-Hispanic White",47,1283,"40%-49%","$200k to $250k",0.0366328916601715
"OH","Non-Hispanic White",2817,47875,"40%-49%","$50k to $100k",0.0588407310704961
"OH","Non-Hispanic White",276,1695,"50%-60%","$100k to $150k",0.16283185840708
"OH","Non-Hispanic White",60,286,"50%-60%","$150k to $200k",0.20979020979021
"OH","Non-Hispanic White",16,61,"50%-60%","$200k to $250k",999
"OH","Non-Hispanic White",1348,8661,"50%-60%","$50k to $100k",0.155640226301813
"OK","Hispanic or Latino",18,111,"<20%","$100k to $150k",0.162162162162162
"OK","Hispanic or Latino",6,48,"<20%","$150k to $200k",999
"OK","Hispanic or Latino",0,15,"<20%","$200k to $250k",999
"OK","Hispanic or Latino",83,358,"<20%","$50k to $100k",0.231843575418994
"OK","Hispanic or Latino",19,271,"20%-29%","$100k to $150k",0.0701107011070111
"OK","Hispanic or Latino",4,80,"20%-29%","$150k to $200k",999
"OK","Hispanic or Latino",3,28,"20%-29%","$200k to $250k",999
"OK","Hispanic or Latino",124,1134,"20%-29%","$50k to $100k",0.109347442680776
"OK","Hispanic or Latino",16,351,"30%-39%","$100k to $150k",0.0455840455840456
"OK","Hispanic or Latino",2,75,"30%-39%","$150k to $200k",999
"OK","Hispanic or Latino",1,21,"30%-39%","$200k to $250k",999
"OK","Hispanic or Latino",182,1848,"30%-39%","$50k to $100k",0.0984848484848485
"OK","Hispanic or Latino",18,279,"40%-49%","$100k to $150k",0.0645161290322581
"OK","Hispanic or Latino",3,75,"40%-49%","$150k to $200k",999
"OK","Hispanic or Latino",0,10,"40%-49%","$200k to $250k",999
"OK","Hispanic or Latino",132,1657,"40%-49%","$50k to $100k",0.0796620398310199
"OK","Hispanic or Latino",14,75,"50%-60%","$100k to $150k",999
"OK","Hispanic or Latino",3,12,"50%-60%","$150k to $200k",999
"OK","Hispanic or Latino",0,2,"50%-60%","$200k to $250k",999
"OK","Hispanic or Latino",89,513,"50%-60%","$50k to $100k",0.173489278752437
"OK","Non-Hispanic Asian",3,79,"<20%","$100k to $150k",999
"OK","Non-Hispanic Asian",2,31,"<20%","$150k to $200k",999
"OK","Non-Hispanic Asian",1,27,"<20%","$200k to $250k",999
"OK","Non-Hispanic Asian",10,108,"<20%","$50k to $100k",0.0925925925925926
"OK","Non-Hispanic Asian",7,153,"20%-29%","$100k to $150k",0.0457516339869281
"OK","Non-Hispanic Asian",0,38,"20%-29%","$150k to $200k",999
"OK","Non-Hispanic Asian",1,37,"20%-29%","$200k to $250k",999
"OK","Non-Hispanic Asian",17,282,"20%-29%","$50k to $100k",0.0602836879432624
"OK","Non-Hispanic Asian",9,164,"30%-39%","$100k to $150k",0.0548780487804878
"OK","Non-Hispanic Asian",1,51,"30%-39%","$150k to $200k",999
"OK","Non-Hispanic Asian",1,27,"30%-39%","$200k to $250k",999
"OK","Non-Hispanic Asian",37,598,"30%-39%","$50k to $100k",0.0618729096989967
"OK","Non-Hispanic Asian",7,141,"40%-49%","$100k to $150k",0.049645390070922
"OK","Non-Hispanic Asian",0,40,"40%-49%","$150k to $200k",999
"OK","Non-Hispanic Asian",0,21,"40%-49%","$200k to $250k",999
"OK","Non-Hispanic Asian",38,552,"40%-49%","$50k to $100k",0.0688405797101449
"OK","Non-Hispanic Asian",5,14,"50%-60%","$100k to $150k",999
"OK","Non-Hispanic Asian",1,4,"50%-60%","$150k to $200k",999
"OK","Non-Hispanic Asian",1,4,"50%-60%","$200k to $250k",999
"OK","Non-Hispanic Asian",36,124,"50%-60%","$50k to $100k",0.290322580645161
"OK","Non-Hispanic Black",13,50,"<20%","$100k to $150k",999
"OK","Non-Hispanic Black",3,14,"<20%","$150k to $200k",999
"OK","Non-Hispanic Black",1,13,"<20%","$200k to $250k",999
"OK","Non-Hispanic Black",54,149,"<20%","$50k to $100k",0.36241610738255
"OK","Non-Hispanic Black",16,131,"20%-29%","$100k to $150k",0.122137404580153
"OK","Non-Hispanic Black",2,45,"20%-29%","$150k to $200k",999
"OK","Non-Hispanic Black",2,13,"20%-29%","$200k to $250k",999
"OK","Non-Hispanic Black",56,421,"20%-29%","$50k to $100k",0.133016627078385
"OK","Non-Hispanic Black",21,253,"30%-39%","$100k to $150k",0.08300395256917
"OK","Non-Hispanic Black",5,69,"30%-39%","$150k to $200k",999
"OK","Non-Hispanic Black",1,20,"30%-39%","$200k to $250k",999
"OK","Non-Hispanic Black",110,948,"30%-39%","$50k to $100k",0.116033755274262
"OK","Non-Hispanic Black",19,236,"40%-49%","$100k to $150k",0.0805084745762712
"OK","Non-Hispanic Black",4,45,"40%-49%","$150k to $200k",999
"OK","Non-Hispanic Black",0,22,"40%-49%","$200k to $250k",999
"OK","Non-Hispanic Black",119,1098,"40%-49%","$50k to $100k",0.108378870673953
"OK","Non-Hispanic Black",11,73,"50%-60%","$100k to $150k",999
"OK","Non-Hispanic Black",1,10,"50%-60%","$150k to $200k",999
"OK","Non-Hispanic Black",84,423,"50%-60%","$50k to $100k",0.198581560283688
"OK","Non-Hispanic White",186,1991,"<20%","$100k to $150k",0.0934203917629332
"OK","Non-Hispanic White",70,847,"<20%","$150k to $200k",0.0826446280991736
"OK","Non-Hispanic White",32,416,"<20%","$200k to $250k",0.0769230769230769
"OK","Non-Hispanic White",651,3114,"<20%","$50k to $100k",0.209055876685934
"OK","Non-Hispanic White",245,4562,"20%-29%","$100k to $150k",0.0537045155633494
"OK","Non-Hispanic White",61,1703,"20%-29%","$150k to $200k",0.0358191426893717
"OK","Non-Hispanic White",25,689,"20%-29%","$200k to $250k",0.0362844702467344
"OK","Non-Hispanic White",930,10065,"20%-29%","$50k to $100k",0.0923994038748137
"OK","Non-Hispanic White",282,5554,"30%-39%","$100k to $150k",0.0507742167806986
"OK","Non-Hispanic White",77,1745,"30%-39%","$150k to $200k",0.0441260744985673
"OK","Non-Hispanic White",29,610,"30%-39%","$200k to $250k",0.0475409836065574
"OK","Non-Hispanic White",1257,15947,"30%-39%","$50k to $100k",0.0788236031855521
"OK","Non-Hispanic White",240,4367,"40%-49%","$100k to $150k",0.0549576368216167
"OK","Non-Hispanic White",54,1110,"40%-49%","$150k to $200k",0.0486486486486487
"OK","Non-Hispanic White",18,340,"40%-49%","$200k to $250k",0.0529411764705882
"OK","Non-Hispanic White",1233,14075,"40%-49%","$50k to $100k",0.0876021314387211
"OK","Non-Hispanic White",109,732,"50%-60%","$100k to $150k",0.148907103825137
"OK","Non-Hispanic White",21,126,"50%-60%","$150k to $200k",0.166666666666667
"OK","Non-Hispanic White",2,20,"50%-60%","$200k to $250k",999
"OK","Non-Hispanic White",667,3676,"50%-60%","$50k to $100k",0.181447225244831
"OR","Hispanic or Latino",11,81,"<20%","$100k to $150k",999
"OR","Hispanic or Latino",2,54,"<20%","$150k to $200k",999
"OR","Hispanic or Latino",5,29,"<20%","$200k to $250k",999
"OR","Hispanic or Latino",48,109,"<20%","$50k to $100k",0.440366972477064
"OR","Hispanic or Latino",25,447,"20%-29%","$100k to $150k",0.0559284116331096
"OR","Hispanic or Latino",12,166,"20%-29%","$150k to $200k",0.072289156626506
"OR","Hispanic or Latino",1,74,"20%-29%","$200k to $250k",999
"OR","Hispanic or Latino",82,592,"20%-29%","$50k to $100k",0.138513513513514
"OR","Hispanic or Latino",45,846,"30%-39%","$100k to $150k",0.0531914893617021
"OR","Hispanic or Latino",7,209,"30%-39%","$150k to $200k",0.0334928229665072
"OR","Hispanic or Latino",5,54,"30%-39%","$200k to $250k",999
"OR","Hispanic or Latino",191,2362,"30%-39%","$50k to $100k",0.0808636748518205
"OR","Hispanic or Latino",51,815,"40%-49%","$100k to $150k",0.0625766871165644
"OR","Hispanic or Latino",8,158,"40%-49%","$150k to $200k",0.0506329113924051
"OR","Hispanic or Latino",3,60,"40%-49%","$200k to $250k",999
"OR","Hispanic or Latino",310,3939,"40%-49%","$50k to $100k",0.0787001777100787
"OR","Hispanic or Latino",29,135,"50%-60%","$100k to $150k",0.214814814814815
"OR","Hispanic or Latino",2,12,"50%-60%","$150k to $200k",999
"OR","Hispanic or Latino",3,10,"50%-60%","$200k to $250k",999
"OR","Hispanic or Latino",185,1075,"50%-60%","$50k to $100k",0.172093023255814
"OR","Non-Hispanic Asian",6,125,"<20%","$100k to $150k",0.048
"OR","Non-Hispanic Asian",3,100,"<20%","$150k to $200k",999
"OR","Non-Hispanic Asian",3,100,"<20%","$200k to $250k",999
"OR","Non-Hispanic Asian",9,44,"<20%","$50k to $100k",999
"OR","Non-Hispanic Asian",29,744,"20%-29%","$100k to $150k",0.0389784946236559
"OR","Non-Hispanic Asian",12,308,"20%-29%","$150k to $200k",0.038961038961039
"OR","Non-Hispanic Asian",11,172,"20%-29%","$200k to $250k",0.063953488372093
"OR","Non-Hispanic Asian",21,316,"20%-29%","$50k to $100k",0.0664556962025316
"OR","Non-Hispanic Asian",49,1056,"30%-39%","$100k to $150k",0.0464015151515152
"OR","Non-Hispanic Asian",16,330,"30%-39%","$150k to $200k",0.0484848484848485
"OR","Non-Hispanic Asian",4,178,"30%-39%","$200k to $250k",0.0224719101123595
"OR","Non-Hispanic Asian",63,1115,"30%-39%","$50k to $100k",0.0565022421524664
"OR","Non-Hispanic Asian",46,802,"40%-49%","$100k to $150k",0.057356608478803
"OR","Non-Hispanic Asian",12,242,"40%-49%","$150k to $200k",0.0495867768595041
"OR","Non-Hispanic Asian",2,91,"40%-49%","$200k to $250k",999
"OR","Non-Hispanic Asian",111,1801,"40%-49%","$50k to $100k",0.0616324264297612
"OR","Non-Hispanic Asian",18,70,"50%-60%","$100k to $150k",999
"OR","Non-Hispanic Asian",7,20,"50%-60%","$150k to $200k",999
"OR","Non-Hispanic Asian",2,6,"50%-60%","$200k to $250k",999
"OR","Non-Hispanic Asian",62,262,"50%-60%","$50k to $100k",0.236641221374046
"OR","Non-Hispanic Black",3,14,"<20%","$100k to $150k",999
"OR","Non-Hispanic Black",0,5,"<20%","$150k to $200k",999
"OR","Non-Hispanic Black",0,13,"<20%","$200k to $250k",999
"OR","Non-Hispanic Black",4,7,"<20%","$50k to $100k",999
"OR","Non-Hispanic Black",7,117,"20%-29%","$100k to $150k",0.0598290598290598
"OR","Non-Hispanic Black",1,63,"20%-29%","$150k to $200k",999
"OR","Non-Hispanic Black",3,24,"20%-29%","$200k to $250k",999
"OR","Non-Hispanic Black",11,67,"20%-29%","$50k to $100k",999
"OR","Non-Hispanic Black",9,209,"30%-39%","$100k to $150k",0.0430622009569378
"OR","Non-Hispanic Black",7,69,"30%-39%","$150k to $200k",999
"OR","Non-Hispanic Black",2,26,"30%-39%","$200k to $250k",999
"OR","Non-Hispanic Black",26,273,"30%-39%","$50k to $100k",0.0952380952380952
"OR","Non-Hispanic Black",13,203,"40%-49%","$100k to $150k",0.0640394088669951
"OR","Non-Hispanic Black",4,68,"40%-49%","$150k to $200k",999
"OR","Non-Hispanic Black",4,22,"40%-49%","$200k to $250k",999
"OR","Non-Hispanic Black",46,592,"40%-49%","$50k to $100k",0.0777027027027027
"OR","Non-Hispanic Black",10,57,"50%-60%","$100k to $150k",999
"OR","Non-Hispanic Black",2,11,"50%-60%","$150k to $200k",999
"OR","Non-Hispanic Black",2,5,"50%-60%","$200k to $250k",999
"OR","Non-Hispanic Black",23,165,"50%-60%","$50k to $100k",0.139393939393939
"OR","Non-Hispanic White",93,1452,"<20%","$100k to $150k",0.0640495867768595
"OR","Non-Hispanic White",50,1183,"<20%","$150k to $200k",0.0422654268808115
"OR","Non-Hispanic White",28,780,"<20%","$200k to $250k",0.0358974358974359
"OR","Non-Hispanic White",203,1212,"<20%","$50k to $100k",0.167491749174917
"OR","Non-Hispanic White",251,6996,"20%-29%","$100k to $150k",0.0358776443682104
"OR","Non-Hispanic White",121,3194,"20%-29%","$150k to $200k",0.0378835316217909
"OR","Non-Hispanic White",47,1325,"20%-29%","$200k to $250k",0.0354716981132076
"OR","Non-Hispanic White",459,7486,"20%-29%","$50k to $100k",0.0613144536468074
"OR","Non-Hispanic White",403,10576,"30%-39%","$100k to $150k",0.0381051437216339
"OR","Non-Hispanic White",153,3788,"30%-39%","$150k to $200k",0.0403907074973601
"OR","Non-Hispanic White",65,1666,"30%-39%","$200k to $250k",0.039015606242497
"OR","Non-Hispanic White",967,21258,"30%-39%","$50k to $100k",0.0454887571737699
"OR","Non-Hispanic White",397,9310,"40%-49%","$100k to $150k",0.0426423200859291
"OR","Non-Hispanic White",137,2701,"40%-49%","$150k to $200k",0.0507219548315439
"OR","Non-Hispanic White",50,929,"40%-49%","$200k to $250k",0.0538213132400431
"OR","Non-Hispanic White",1442,28042,"40%-49%","$50k to $100k",0.0514228657014478
"OR","Non-Hispanic White",181,1156,"50%-60%","$100k to $150k",0.156574394463668
"OR","Non-Hispanic White",47,200,"50%-60%","$150k to $200k",0.235
"OR","Non-Hispanic White",18,53,"50%-60%","$200k to $250k",999
"OR","Non-Hispanic White",734,5462,"50%-60%","$50k to $100k",0.134383009886488
"PA","Hispanic or Latino",20,176,"<20%","$100k to $150k",0.113636363636364
"PA","Hispanic or Latino",9,112,"<20%","$150k to $200k",0.0803571428571429
"PA","Hispanic or Latino",7,66,"<20%","$200k to $250k",999
"PA","Hispanic or Latino",79,347,"<20%","$50k to $100k",0.227665706051873
"PA","Hispanic or Latino",42,611,"20%-29%","$100k to $150k",0.0687397708674304
"PA","Hispanic or Latino",14,216,"20%-29%","$150k to $200k",0.0648148148148148
"PA","Hispanic or Latino",9,103,"20%-29%","$200k to $250k",0.087378640776699
"PA","Hispanic or Latino",186,1728,"20%-29%","$50k to $100k",0.107638888888889
"PA","Hispanic or Latino",39,753,"30%-39%","$100k to $150k",0.051792828685259
"PA","Hispanic or Latino",12,241,"30%-39%","$150k to $200k",0.0497925311203319
"PA","Hispanic or Latino",4,98,"30%-39%","$200k to $250k",999
"PA","Hispanic or Latino",295,3498,"30%-39%","$50k to $100k",0.0843339050886221
"PA","Hispanic or Latino",54,722,"40%-49%","$100k to $150k",0.074792243767313
"PA","Hispanic or Latino",17,204,"40%-49%","$150k to $200k",0.0833333333333333
"PA","Hispanic or Latino",2,48,"40%-49%","$200k to $250k",999
"PA","Hispanic or Latino",368,3774,"40%-49%","$50k to $100k",0.0975092739798622
"PA","Hispanic or Latino",14,139,"50%-60%","$100k to $150k",0.100719424460432
"PA","Hispanic or Latino",2,28,"50%-60%","$150k to $200k",999
"PA","Hispanic or Latino",0,7,"50%-60%","$200k to $250k",999
"PA","Hispanic or Latino",203,1179,"50%-60%","$50k to $100k",0.172179813401187
"PA","Non-Hispanic Asian",20,408,"<20%","$100k to $150k",0.0490196078431373
"PA","Non-Hispanic Asian",11,263,"<20%","$150k to $200k",0.0418250950570342
"PA","Non-Hispanic Asian",11,222,"<20%","$200k to $250k",0.0495495495495495
"PA","Non-Hispanic Asian",16,225,"<20%","$50k to $100k",0.0711111111111111
"PA","Non-Hispanic Asian",62,1244,"20%-29%","$100k to $150k",0.0498392282958199
"PA","Non-Hispanic Asian",29,579,"20%-29%","$150k to $200k",0.0500863557858377
"PA","Non-Hispanic Asian",16,326,"20%-29%","$200k to $250k",0.049079754601227
"PA","Non-Hispanic Asian",78,1283,"20%-29%","$50k to $100k",0.0607950116913484
"PA","Non-Hispanic Asian",67,1481,"30%-39%","$100k to $150k",0.0452397029034436
"PA","Non-Hispanic Asian",36,620,"30%-39%","$150k to $200k",0.0580645161290323
"PA","Non-Hispanic Asian",21,321,"30%-39%","$200k to $250k",0.0654205607476635
"PA","Non-Hispanic Asian",123,2310,"30%-39%","$50k to $100k",0.0532467532467532
"PA","Non-Hispanic Asian",66,1109,"40%-49%","$100k to $150k",0.0595130748422002
"PA","Non-Hispanic Asian",27,431,"40%-49%","$150k to $200k",0.0626450116009281
"PA","Non-Hispanic Asian",13,192,"40%-49%","$200k to $250k",0.0677083333333333
"PA","Non-Hispanic Asian",158,2579,"40%-49%","$50k to $100k",0.0612640558355952
"PA","Non-Hispanic Asian",29,84,"50%-60%","$100k to $150k",999
"PA","Non-Hispanic Asian",15,29,"50%-60%","$150k to $200k",999
"PA","Non-Hispanic Asian",4,6,"50%-60%","$200k to $250k",999
"PA","Non-Hispanic Asian",113,377,"50%-60%","$50k to $100k",0.29973474801061
"PA","Non-Hispanic Black",33,162,"<20%","$100k to $150k",0.203703703703704
"PA","Non-Hispanic Black",6,69,"<20%","$150k to $200k",999
"PA","Non-Hispanic Black",5,44,"<20%","$200k to $250k",999
"PA","Non-Hispanic Black",89,380,"<20%","$50k to $100k",0.234210526315789
"PA","Non-Hispanic Black",52,542,"20%-29%","$100k to $150k",0.0959409594095941
"PA","Non-Hispanic Black",20,227,"20%-29%","$150k to $200k",0.0881057268722467
"PA","Non-Hispanic Black",5,81,"20%-29%","$200k to $250k",999
"PA","Non-Hispanic Black",195,1561,"20%-29%","$50k to $100k",0.124919923126201
"PA","Non-Hispanic Black",88,1043,"30%-39%","$100k to $150k",0.0843720038350911
"PA","Non-Hispanic Black",26,285,"30%-39%","$150k to $200k",0.0912280701754386
"PA","Non-Hispanic Black",6,105,"30%-39%","$200k to $250k",0.0571428571428571
"PA","Non-Hispanic Black",390,3711,"30%-39%","$50k to $100k",0.105092966855295
"PA","Non-Hispanic Black",91,1008,"40%-49%","$100k to $150k",0.0902777777777778
"PA","Non-Hispanic Black",40,267,"40%-49%","$150k to $200k",0.149812734082397
"PA","Non-Hispanic Black",5,68,"40%-49%","$200k to $250k",999
"PA","Non-Hispanic Black",512,4515,"40%-49%","$50k to $100k",0.113399778516058
"PA","Non-Hispanic Black",70,337,"50%-60%","$100k to $150k",0.207715133531157
"PA","Non-Hispanic Black",7,41,"50%-60%","$150k to $200k",999
"PA","Non-Hispanic Black",5,10,"50%-60%","$200k to $250k",999
"PA","Non-Hispanic Black",320,1752,"50%-60%","$50k to $100k",0.182648401826484
"PA","Non-Hispanic White",292,5269,"<20%","$100k to $150k",0.055418485481116
"PA","Non-Hispanic White",128,3115,"<20%","$150k to $200k",0.041091492776886
"PA","Non-Hispanic White",65,1696,"<20%","$200k to $250k",0.0383254716981132
"PA","Non-Hispanic White",706,6627,"<20%","$50k to $100k",0.106533876565565
"PA","Non-Hispanic White",593,15548,"20%-29%","$100k to $150k",0.0381399536917932
"PA","Non-Hispanic White",230,7097,"20%-29%","$150k to $200k",0.0324080597435536
"PA","Non-Hispanic White",124,3058,"20%-29%","$200k to $250k",0.0405493786788751
"PA","Non-Hispanic White",1684,27176,"20%-29%","$50k to $100k",0.0619664409773329
"PA","Non-Hispanic White",770,19927,"30%-39%","$100k to $150k",0.0386410397952527
"PA","Non-Hispanic White",256,7534,"30%-39%","$150k to $200k",0.0339792938677993
"PA","Non-Hispanic White",110,3020,"30%-39%","$200k to $250k",0.0364238410596026
"PA","Non-Hispanic White",2598,46787,"30%-39%","$50k to $100k",0.0555282450253275
"PA","Non-Hispanic White",657,15035,"40%-49%","$100k to $150k",0.0436980379115397
"PA","Non-Hispanic White",206,4610,"40%-49%","$150k to $200k",0.0446854663774403
"PA","Non-Hispanic White",74,1588,"40%-49%","$200k to $250k",0.0465994962216625
"PA","Non-Hispanic White",2771,44654,"40%-49%","$50k to $100k",0.0620549110941909
"PA","Non-Hispanic White",282,1881,"50%-60%","$100k to $150k",0.149920255183413
"PA","Non-Hispanic White",74,372,"50%-60%","$150k to $200k",0.198924731182796
"PA","Non-Hispanic White",19,100,"50%-60%","$200k to $250k",999
"PA","Non-Hispanic White",1281,8694,"50%-60%","$50k to $100k",0.147342995169082
"RI","Hispanic or Latino",2,19,"<20%","$100k to $150k",999
"RI","Hispanic or Latino",2,12,"<20%","$150k to $200k",999
"RI","Hispanic or Latino",0,3,"<20%","$200k to $250k",999
"RI","Hispanic or Latino",1,10,"<20%","$50k to $100k",999
"RI","Hispanic or Latino",7,71,"20%-29%","$100k to $150k",999
"RI","Hispanic or Latino",1,35,"20%-29%","$150k to $200k",999
"RI","Hispanic or Latino",2,8,"20%-29%","$200k to $250k",999
"RI","Hispanic or Latino",9,137,"20%-29%","$50k to $100k",0.0656934306569343
"RI","Hispanic or Latino",11,136,"30%-39%","$100k to $150k",0.0808823529411765
"RI","Hispanic or Latino",4,31,"30%-39%","$150k to $200k",999
"RI","Hispanic or Latino",1,12,"30%-39%","$200k to $250k",999
"RI","Hispanic or Latino",48,716,"30%-39%","$50k to $100k",0.0670391061452514
"RI","Hispanic or Latino",12,131,"40%-49%","$100k to $150k",0.0916030534351145
"RI","Hispanic or Latino",2,19,"40%-49%","$150k to $200k",999
"RI","Hispanic or Latino",0,7,"40%-49%","$200k to $250k",999
"RI","Hispanic or Latino",110,1368,"40%-49%","$50k to $100k",0.0804093567251462
"RI","Hispanic or Latino",2,30,"50%-60%","$100k to $150k",999
"RI","Hispanic or Latino",0,4,"50%-60%","$150k to $200k",999
"RI","Hispanic or Latino",87,677,"50%-60%","$50k to $100k",0.128508124076809
"RI","Non-Hispanic Asian",2,30,"<20%","$100k to $150k",999
"RI","Non-Hispanic Asian",0,15,"<20%","$150k to $200k",999
"RI","Non-Hispanic Asian",2,9,"<20%","$200k to $250k",999
"RI","Non-Hispanic Asian",0,9,"<20%","$50k to $100k",999
"RI","Non-Hispanic Asian",3,73,"20%-29%","$100k to $150k",999
"RI","Non-Hispanic Asian",3,26,"20%-29%","$150k to $200k",999
"RI","Non-Hispanic Asian",0,17,"20%-29%","$200k to $250k",999
"RI","Non-Hispanic Asian",2,69,"20%-29%","$50k to $100k",999
"RI","Non-Hispanic Asian",4,70,"30%-39%","$100k to $150k",999
"RI","Non-Hispanic Asian",0,18,"30%-39%","$150k to $200k",999
"RI","Non-Hispanic Asian",0,11,"30%-39%","$200k to $250k",999
"RI","Non-Hispanic Asian",9,166,"30%-39%","$50k to $100k",0.0542168674698795
"RI","Non-Hispanic Asian",1,42,"40%-49%","$100k to $150k",999
"RI","Non-Hispanic Asian",0,27,"40%-49%","$150k to $200k",999
"RI","Non-Hispanic Asian",0,5,"40%-49%","$200k to $250k",999
"RI","Non-Hispanic Asian",14,193,"40%-49%","$50k to $100k",0.0725388601036269
"RI","Non-Hispanic Asian",2,14,"50%-60%","$100k to $150k",999
"RI","Non-Hispanic Asian",0,1,"50%-60%","$200k to $250k",999
"RI","Non-Hispanic Asian",14,63,"50%-60%","$50k to $100k",999
"RI","Non-Hispanic Black",0,9,"<20%","$100k to $150k",999
"RI","Non-Hispanic Black",1,4,"<20%","$150k to $200k",999
"RI","Non-Hispanic Black",1,3,"<20%","$200k to $250k",999
"RI","Non-Hispanic Black",0,2,"<20%","$50k to $100k",999
"RI","Non-Hispanic Black",5,56,"20%-29%","$100k to $150k",999
"RI","Non-Hispanic Black",2,23,"20%-29%","$150k to $200k",999
"RI","Non-Hispanic Black",1,9,"20%-29%","$200k to $250k",999
"RI","Non-Hispanic Black",9,73,"20%-29%","$50k to $100k",999
"RI","Non-Hispanic Black",13,93,"30%-39%","$100k to $150k",999
"RI","Non-Hispanic Black",3,20,"30%-39%","$150k to $200k",999
"RI","Non-Hispanic Black",0,8,"30%-39%","$200k to $250k",999
"RI","Non-Hispanic Black",25,270,"30%-39%","$50k to $100k",0.0925925925925926
"RI","Non-Hispanic Black",11,77,"40%-49%","$100k to $150k",999
"RI","Non-Hispanic Black",3,20,"40%-49%","$150k to $200k",999
"RI","Non-Hispanic Black",0,5,"40%-49%","$200k to $250k",999
"RI","Non-Hispanic Black",49,542,"40%-49%","$50k to $100k",0.0904059040590406
"RI","Non-Hispanic Black",6,35,"50%-60%","$100k to $150k",999
